publication_number,country_code,filing_date,grant_date,assignee_name,cpc_codes,title_tr,forward_citations,total_citations_count
TR-2025023156-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Serami̇k tabaktan fi̇gür üreti̇m yöntemi̇,,0
TR-2025023182-U5,TR,20251231,0,OEZYAMAN VELI,,Pi̇mli̇ di̇pçi̇k si̇stemi̇,,0
TR-2025023254-A2,TR,20251231,0,MARMARA UENIV STRATEJI GELIS DAI BSK MUHASEBE BIRIMI; UNIV ISTANBUL TEKNIK,,Anti̇bi̇yoti̇k ve anti̇mi̇krobi̇yal pepti̇t yüklü bakteri̇yel diş membran vezi̇kül-tabanli i̇laç taşiyici si̇stem,,0
TR-2025023149-A2,TR,20251231,0,BURSA ULUDAG UENIVERSITESI; YASAR UENIVERSITESI; UNIV OF AGRONOMIC SCIENCES AND VETERINARY MEDICINE OF BUCHAREST; UNIV OF AGRICULTURE IN KRAKOW,,Bitkilerde Akıllı Seçim ile Islah Verimliliğini Artıran Sistem,,0
TR-2025023203-A2,TR,20251231,0,KIBAR OSMAN,,Yeni̇ bi̇r çi̇li̇ sos ve hazirlaniş yöntemi̇,,0
TR-2025023178-A2,TR,20251231,0,BORCELIK CELIK SANAYII TICARET ANONIM SIRKETI,,Beyaz eşyalarin eldesi̇nde kullanilmak üzere kalinliklari opti̇mi̇ze edi̇lmi̇ş bağlanti parçalari ve bu bağlanti parçalarinin kalinliklarini opti̇mi̇ze etmek üzere bi̇r yöntem,,0
TR-2025023066-A2,TR,20251231,0,BAYKON ENDUESTRIYEL KONTROL SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,,Ön Yükleme Mekanizmalı Tartımlı Raf Sistemi,,0
TR-2025023428-A2,TR,20251231,0,FKT KOLTUK SISTEMLERI UERETIM VE DAGITIM SANAYI VE TICARET ANONIM SIRKETI,,Koltuk arkası akıllı multimedya ünitesi.,,0
TR-2025023301-A2,TR,20251231,0,SARIKAYA ALI RIZA,,Peyni̇r döner,,0
TR-2025023237-A2,TR,20251231,0,SEVIM YUSUF,,Tütün damarinin aromati̇k dengesi̇ni̇ koruyarak boyutlandirilmasini sağlayan bi̇r si̇stem,,0
TR-2025023446-U5,TR,20251231,0,TEKIN MUSTAFA,,Vari̇s masaj çorabi,,0
TR-2025023476-A2,TR,20251231,0,ATALAY BILENT,Y02P90/845,"Karbon ayak i̇zi̇ ölçümü, taki̇bi̇, li̇sanslanmasi ve entegre saha veri̇ yöneti̇m si̇stemi̇",,0
TR-2025023050-U5,TR,20251231,0,AKYUEZ TUGBA GUEVENDIREN,,Ayarlanabi̇li̇r yuvarlanma mi̇nderi̇,,0
TR-2025023183-U5,TR,20251231,0,ASLAN SUELEYMAN MURAT,,Akilli çekmece si̇stemi̇,,0
TR-2025023127-A2,TR,20251231,0,WAWTECHNOLOGY MEDIKAL SANAYI VE TICARET ANONIM SIRKETI,,Bi̇r ci̇lt bakim ci̇hazi,,0
TR-2025023308-A2,TR,20251231,0,KARA AHMET,,Prati̇k pi̇lav pi̇şi̇rme amaçli pi̇ri̇nç i̇şleme yöntemi̇,,0
TR-2025023163-A2,TR,20251231,0,BORCELIK CELIK SANAYII TICARET ANONIM SIRKETI,,Beyaz eşyalarin eldesi̇nde kullanilmak üzere kalinliklari opti̇mi̇ze edi̇lmi̇ş destek parçalari ve bu destek parçalarinin kalinliklarini opti̇mi̇ze etmek üzere bi̇r yöntem,,0
TR-2025023471-U5,TR,20251231,0,CH MAKINA MUEHENDISLIK DANISMANLIK MADENCILIK TEHLIKELI ATIK SANAYI VE TICARET ANONIM SIRKETI,,Solüsyon isitici üni̇tesi̇,,0
TR-2025023119-A2,TR,20251231,0,WAWTECHNOLOGY MEDIKAL SANAYI VE TICARET ANONIM SIRKETI,,"Motorlu, tek eksen salinim mekani̇zmasi ve deği̇şti̇ri̇lebi̇li̇r başlikli ci̇lt bakim ci̇hazi el probu",,0
TR-2025023442-U5,TR,20251231,0,MOTIVA MUEHENDISLIK ANONIM SIRKETI,,Yuvarlak ve altigen kutular i̇çi̇n durdurucu mekani̇zmali yönlendi̇rme üni̇tesi̇,,0
TR-2025023279-A2,TR,20251231,0,ZTR SAVUNMA SANAYI VE TICARET ANONIM SIRKETI,,Taşinabi̇li̇r ve geni̇şleyebi̇li̇r modüler zirhli bi̇r konteyner,,0
TR-2025023453-A2,TR,20251231,0,FEBA TEKNOLOJI SANAYI VE TICARET ANONIM SIRKETI,Y02A20/30,Gri̇ su akilli yöneti̇m si̇stemi̇,,0
TR-2025023164-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Katmanli doku oluşturan serami̇k şeki̇llendi̇rme tekni̇ği̇,,0
TR-2025023413-A2,TR,20251231,0,INOENUE UENIVERSITESI REKTOERLUEGUE,,Pediatrik idrar torbası,,0
TR-2025023124-A2,TR,20251231,0,INOENUE UENIVERSITESI REKTOERLUEGUE,,Tarihi eser ve yapılar için yapay zeka destekli bir sistem,,0
TR-2025023265-U5,TR,20251231,0,OENVER RASIT; SOEPCELER ABDULLAH,,Elektromekani̇k akilli ki̇li̇t si̇stemi̇,,0
TR-2025023466-U5,TR,20251231,0,ARSLAN SUZAN,,Kol ve sirt kaslarini çaliştirmaya yöneli̇k spor aleti̇,,0
TR-2025023214-A2,TR,20251231,0,BTS KURUMSAL BILISIM TEKNOLOJILERI ANONIM SIRKETI,,Hi̇bri̇t bi̇r yaklaşimla hi̇perspektral görüntülerde anomali̇ tespi̇ti̇ i̇çi̇n bi̇r si̇stem ve yöntem,,0
TR-2025023375-A2,TR,20251231,0,BIRINC UGUR,Y02A40/25,Örtü alti fi̇de yeti̇şti̇ri̇ci̇li̇ği̇ i̇çi̇n koruma başliği,,0
TR-2025023189-A2,TR,20251231,0,VATAN KABLO METAL ENDUESTRI VE TICARET ANONIM SIRKETI; KOCAELI UENIVERSITESI BILIMSEL ARASTIRMA PROJELERI KOORDINASYON BIRIMI,,Huntit-Hidromanyezit Takviyeli Halojensiz Alev Geciktirici Özellikte Kompozit Malzeme,,0
TR-2025023419-U5,TR,20251231,0,CEYHUN MUSTAFA OGUZHAN; KURT ORHAN,,Demonte raf si̇stemleri̇nde kullanilmak üzere tek parça plasti̇k bi̇r bağlanti elemani,,0
TR-2025023139-A2,TR,20251231,0,ATMA SAT YAZILIM TEKNOLOJILERI ANONIM SIRKETI,,Zamana Duyarlı Ürünler İçin Konum Tabanlı Envanter Yönetim ve Dağıtım Sistemi,,0
TR-2025023104-U5,TR,20251231,0,SMS SEMAS MAKINE SANAYI TICARET LTD SIRKETI,,Alt yapi si̇stemleri̇ne ai̇t koruger borudan mamul gövdeye sahi̇p menhollerde yeni̇li̇k,,0
TR-2025023360-U5,TR,20251231,0,FLEXKON KONVEYOER ANONIM SIRKETI,,Bi̇rleşti̇ri̇ci̇ merger rezervuar üni̇tesi̇,,0
TR-2025023129-A2,TR,20251231,0,BAHCESEHIR UENIVERSITESI,,Kablo sabi̇tleme ve düzenleme aparati,,0
TR-2025023378-U5,TR,20251231,0,FLEXKON KONVEYOER ANONIM SIRKETI,,Fi̇lo buffer rezervuar üni̇tesi̇,,0
TR-2025023215-A2,TR,20251231,0,WAYTOGO YAZILIM VE DANISMANLIK HIZMETLERI ANONIM SIRKETI,,"Yapay zeka destekli̇ hi̇zmet süreçleri̇ yöneti̇mi̇, otomati̇k süpervi̇zyon ve i̇çgörü anali̇z si̇stemi̇",,0
TR-2025023243-U5,TR,20251231,0,KARGUELUE OEMER FARUK,,Çayir bi̇çme maki̇neleri̇nde kullanilan kasnakta yeni̇li̇k,,0
TR-2025023092-A2,TR,20251231,0,DENIZ SEVGIN,,Araç kapilarinda çoklu ki̇li̇tleme si̇stemi̇,,0
TR-2025023440-A2,TR,20251231,0,SIVAS CUMHURIYET UENIVERSITESI REKTOERLUEGUE,,Eksternal defi̇bri̇latör i̇çi̇n mahremi̇yet aparati,,0
TR-2025023451-A2,TR,20251231,0,PE GA OTOMOTIV SUESPANSIYON ENERJI INSAAT GIDA TARIM VE HAYVANCILIK SANAYI VE TICARET ANONIM SIRKETI,,Otomati̇k körük sarim maki̇nalarinda çoklu malafa sarim si̇stemi̇,,0
TR-2025023475-U5,TR,20251231,0,OEZCAN BAKI ERCAN,,Kaşik yerleşti̇rme yuvali bardak ve fi̇ncan tabaği (çay tabaği),,0
TR-2025023098-U5,TR,20251231,0,SMS SEMAS MAKINE SANAYI TICARET LTD SIRKETI,,Alt yapi si̇stemleri̇ne ai̇t koruger borudan mamul gövdeye sahi̇p menholde yapilanma,,0
TR-2025023441-U5,TR,20251231,0,GELECEK YAZILIM MUEHENDISLIK MEDIKAL VE ARASTIRMA GELISTIRME PAZARLAMA TICARET LTD SIRKETI,,Rfid modülü ve ekran i̇çeren numune tutucu,,0
TR-2025023430-A2,TR,20251231,0,ISTANBUL GEDIK UENIVERSITESI,,Di̇ji̇tal ki̇tap ayraci,,0
TR-2025023320-U5,TR,20251231,0,CYRUS DEFENCE ENDUESTRIYEL SAVUNMA MAKINA SANAYI TICARET LTD SIRKETI,,İş maki̇nasi koltuklarinda geli̇şti̇rme,,0
TR-2025023134-A2,TR,20251231,0,PEKGOER METIN,,Nanodotlu Filament Ailesi ve Çok Bölgeli Entegre Yanma Kontrol Sistemi,,0
TR-2025023173-A2,TR,20251231,0,GEBZE TEKNIK UENIVERSITESI,,İndi̇rgeyi̇ci̇ ami̇nasyon akti̇vi̇tesi̇ arttirilmiş thermus thermophi̇lus?a ai̇t l-alani̇n dehi̇drogenaz?dan lys73ala mutanti eldesi̇,,0
TR-2025023115-U5,TR,20251231,0,PARKFIT,,Kullanici tahri̇kli̇ bi̇r diş mekan koşu banti,,0
TR-2025023427-A1,TR,20251231,0,SARKUYSAN ELEKTROLITIK BAKIR SANAYI VE TICARET ANONIM SIRKETI,,Boru basinç testi̇,,0
TR-2025023195-A2,TR,20251231,0,BORCELIK CELIK SANAYII TICARET ANONIM SIRKETI,,Şeki̇llendi̇ri̇lebi̇li̇rli̇k özelli̇ği̇ yüksek bi̇r çeli̇k ürünü ve bu çeli̇k ürünleri̇ni̇n eldesi̇ne yöneli̇k bi̇r isil i̇şlem yöntemi̇,,0
TR-2025023365-A2,TR,20251231,0,ERICHHAHN MAKINA SANAYI VE TICARET ANONIM SIRKETI,,Düşük sicaklikta bi̇tüm oksi̇dasyonu i̇çi̇n modüler kolon ve tüp ti̇pi̇ reaktör si̇stemi̇ (obp-25 ex),,0
TR-2025023193-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Uv işiğiyla akti̇f temi̇zlenen serami̇k,,0
TR-2025023467-U5,TR,20251231,0,CH MAKINA MUEHENDISLIK DANISMANLIK MADENCILIK TEHLIKELI ATIK SANAYI VE TICARET ANONIM SIRKETI,,Topaklayici si̇stem,,0
TR-2025023286-A2,TR,20251231,0,DIMES GIDA SANAYI VE TICARET ANONIM SIRKETI,,Zi̇nci̇r tahri̇kli̇ meki̇k si̇stemi̇ (ztms),,0
TR-2025023219-A2,TR,20251231,0,POLYTEKS TEKSTIL SANAYI ARASTIRMA VE EGITIM ANONIM SIRKETI,,Yapay Çim Uygulamalarında Sarıcı/Bağlayıcı İplik Olarak Kullanıma Yönelik Polietilen Multifilament İplikler ve Üretim Yöntemleri,,0
TR-2025023455-A2,TR,20251231,0,SMC LOJISTIK DIS TICARET LTD SIRKETI,,Yapay zekâ ve vr tabanli gayri̇menkul yatirim yöntemi̇,,0
TR-2025023213-A2,TR,20251231,0,ST PLAST AMBALAJ SANAYI VE TICARET LTD SIRKETI,,Pet ve plasti̇k çapak yikama si̇stemi̇,,0
TR-2025023210-U5,TR,20251231,0,FRENOKS ENDUESTRIYEL SOGUTMA SANAYI VE TICARET ANONIM SIRKETI,,Soğuk odalara yöneli̇k bi̇r rampa mekani̇zmasi,,0
TR-2025023407-U5,TR,20251231,0,AVRASYA TAAHHUET LOJISTIK ANONIM SIRKETI,,Uyandirma si̇stemi̇,,0
TR-2025023160-A2,TR,20251231,0,MALTEPE UENIVERSITESI TEKNOLOJI TRANSFER OFISI ANONIM SIRKETI,,Akupresür Noktasına Uygulanan Titreşimli ve Kokulu Terapi Bilekliği,,0
TR-2025023463-A2,TR,20251231,0,AKAY KASIM,,Yerçeki̇mi̇ kuvveti̇nden yararlanilarak enerji̇ elde edi̇lmesi̇ i̇çi̇n geli̇şti̇ri̇lmi̇ş düzenek,,0
TR-2025023071-A2,TR,20251231,0,ICM MAKINA VE MUEHENDISLIK LTD SIRKETI,,Sarici maki̇nalari i̇çi̇n yeni̇ bi̇r transfer mekani̇zmasi,,0
TR-2025023303-A2,TR,20251231,0,ISTANBUL UENIVERSITESI CERRAHPASA REKTOERLUEGUE; UNIV ISTANBUL REKTOERLUEGUE; ACIBADEM MEHMET ALI AYDINLAR UENIVERSITESI,,Kolorektal kanseri̇n tani ve prognozuna yöneli̇k pri̇mer seti̇ ve anali̇z yöntemi̇,,0
TR-2025023177-U5,TR,20251231,0,OEZYAMAN VELI,,Av tüfekleri̇ i̇çi̇n mandalli el kundak montaj ve sökme si̇stemi̇,,0
TR-2025023063-A2,TR,20251231,0,D MARKET ELEKTRONIK HIZMETLER VE TICARET ANONIM SIRKETI,,Çi̇ft fazli veri̇ eşleme yöntemi̇ ve buna i̇li̇şki̇n bi̇r si̇stem,,0
TR-2025023118-A2,TR,20251231,0,AYDOGAN FATMAGUEL,,Bir Dijital Değer Eşleştirme ve Transfer Sistemi ve Yöntemi,,0
TR-2025023188-A2,TR,20251231,0,ISTANBUL GEDIK UENIVERSITESI,,Bi̇r elektroşok ci̇hazi,,0
TR-2025023287-A2,TR,20251231,0,BENO PLASTIK AMBALAJ VE KALIP SANAYI TICARET ANONIM SIRKETI,,Katlanabilir Kasa İçin Bir Kilitleme Mekanizması,,0
TR-2025023268-U5,TR,20251231,0,BILSAN KAUCUK PLASTIK SANAYI VE TICARET ANONIM SIRKETI,,Bi̇r lasti̇k yapilanmasi,,0
TR-2025023433-A2,TR,20251231,0,GEBZE TEKNIK UENIVERSITESI,,İndi̇rgeyi̇ci̇ ami̇nasyon akti̇vi̇tesi̇ arttirilmiş thermus thermophi̇lus&#39;a ai̇t l-aladh&#39;tan tyr92ser/tyr115met mutanti eldesi̇,,0
TR-2025023425-A2,TR,20251231,0,BAHCESEHIR UENIVERSITESI,,Akilli modüler elektroforez güç kaynaği si̇stemi̇ ve yöntemi̇,,0
TR-2025023473-U5,TR,20251231,0,ALPAY ARGE MAKINA OTOMASYON SANAYI VE TICARET LTD SIRKETI,,Otomati̇k kenar kontrollü overlok di̇ki̇m ve ultrasoni̇k uç yapiştirma,,0
TR-2025023161-U5,TR,20251231,0,STEP TASARIM MUEHENDISLIK VE DANISMANLIK HIZMETLERI TICARET ANONIM SIRKETI,,Çevresel görüş si̇stemleri̇ temi̇zleme mekani̇zmasi,,0
TR-2025023414-A2,TR,20251231,0,ISTANBUL GEDIK UENIVERSITESI,,Çok fonksi̇yonlu akilli ayna si̇stemi̇,,0
TR-2025023103-A2,TR,20251231,0,NOKTA MUEHENDISLIK ANONIM SIRKETI,,Arama başliği konektörü i̇çi̇n modüler koruyucu yuva,,0
TR-2025023230-A2,TR,20251231,0,COEZUEM BOYA KIMYA SANAYI VE TICARET LTD SIRKETI,,Boyama süresi̇ni̇ kisaltan ve enerji̇ tüketi̇mi̇ni̇ azaltan tetra oksi̇t bazli pamuk elyafi boyama yöntemi̇,,0
TR-2025023117-U5,TR,20251231,0,S D UE IDARI VE MALIIS DAI BAS GENELSEKRETERLIK,,Kli̇ni̇k eği̇ti̇mde uygulama temelli̇ yeni̇li̇kçi̇ sütur eği̇ti̇m seti̇,,0
TR-2025023462-U5,TR,20251231,0,KIS AYCA,,Yapay zekâ kontrollü sensör tabanli otomati̇k gölgelendi̇rme si̇stemi̇,,0
TR-2025023329-A2,TR,20251231,0,DIMES GIDA SANAYI VE TICARET ANONIM SIRKETI,,Çok katli sabi̇t asrs si̇stemleri̇nde senkroni̇ze taşima araci,,0
TR-2025023333-A2,TR,20251231,0,SAGLIK BILIMLERI UENIVERSITESI; GAZI UENIVERSITESI REKTOERLUEGUE; YOZGAT BOZOK UENIVERSITESI,,Kolorektal kanser tedavi̇si̇nde kullanima uygun bi̇r anti̇kanser bi̇leşi̇k,,0
TR-2025023338-A1,TR,20251231,0,DNEXT TEKNOLOJI ANONIM SIRKETI,,Kurumsal si̇stemler arasi olay tabanli veri̇ senkroni̇zasyonu i̇çi̇n dağitik i̇şleme ve orkestrasyon motoru,,0
TR-2025023362-A2,TR,20251231,0,AKEDAS ELEKTRIK DAGITIM ANONIM SIRKETI,,Yangina karşi koruyan alev geci̇kti̇ri̇ci̇ kumaş kaplama si̇stemi̇,,0
TR-2025023232-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Çoklu duyusal sudoku tabanli okul öncesi̇ eği̇ti̇m materyali̇,,0
TR-2025023140-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Yapay zekâ destekli̇ dokunsal afi̇ş si̇stemi̇,,0
TR-2025023209-U5,TR,20251231,0,OEZYAMAN VELI,,Namlu sök-tak si̇stemi̇nde yapilanma,,0
TR-2025023198-U5,TR,20251231,0,ARMAN DINCER,,Kolay temi̇zlenebi̇len bi̇r saç firçasi,,0
TR-2025023228-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Modüler eti̇k loji̇k tabanli enerji̇ modülü,,0
TR-2025023461-A2,TR,20251231,0,JETMASTER TEKNOLOJI SANAYI VE TICARET LTD SIRKETI,,Fi̇ltre torbalari i̇çi̇n düşük basinçli ters temi̇zleme si̇stemi̇,,0
TR-2025023300-A2,TR,20251231,0,ISTANBUL GEDIK UENIVERSITESI,,Görme engelli̇ bi̇reyler i̇çi̇n çevre algilayici ci̇haz,,0
TR-2025023220-A2,TR,20251231,0,ARK PRES EMNIYET KEMERI SANAYI VE TICARET ANONIM SIRKETI,,Emni̇yet kemeri̇ geri̇ sarma mekani̇zmasi,,0
TR-2025023311-A2,TR,20251231,0,ILIMERA TEKNOLOJI YAZILIM LTD SIRKETI,,Yapay zeka destekli̇ gerçek zamanli soğuk zi̇nci̇r güvenli̇ği̇ taki̇p ve kayit si̇stemi̇ ve çalişma yöntemi̇,,0
TR-2025023314-A2,TR,20251231,0,ISTANBUL GEDIK UENIVERSITESI,,Orman yanginlari erken tespi̇t ve i̇zleme si̇stemi̇,,0
TR-2025023207-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Yapay zekâ destekli̇ yüz anali̇z ve makyaj si̇mülasyon si̇stemi̇,,0
TR-2025023154-A2,TR,20251231,0,BELLONA MOBILYA SANAYI VE TICARET ANONIM SIRKETI,,Yatak kapi̇tone katmanina entegre edi̇lebi̇len düşük voltajli bölgesel isitma si̇stemi̇,,0
TR-2025023396-A2,TR,20251231,0,OK KARDESLER TREYLER SANAYI VE TICARET ANONIM SIRKETI,,Çok fonksiyonlu bağlantı braketi,,0
TR-2025023392-U5,TR,20251231,0,BERMEDE ALI HAYRI,,Engi̇nar kesme maki̇nasi,,0
TR-2025023432-A2,TR,20251231,0,MAY FREN SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,,Kontrol valfleri̇ i̇çi̇n bi̇r test ci̇hazi ve test ci̇hazinda gerçekleşti̇ri̇len bi̇r yöntem,,0
TR-2025023470-U5,TR,20251231,0,CH MAKINA MUEHENDISLIK DANISMANLIK MADENCILIK TEHLIKELI ATIK SANAYI VE TICARET ANONIM SIRKETI,,Karbon rejenerasyon firini,,0
TR-2025023424-A2,TR,20251231,0,GEBZE TEKNIK UENIVERSITESI,,Güneş kirici cephe elemani tasarim yöntemi̇,,0
TR-2025023282-A2,TR,20251231,0,OKUR MAKINA IMALAT VE INSAAT SANAYI TICARET ANONIM SIRKETI,,Otomati̇k tuzlu çözelti̇ hazirlama ve depolama üni̇tesi̇,,0
TR-2025023058-A2,TR,20251231,0,ATATUERK UENIVERSITESI FIKRI MUELKIYET HAKLARI KOORDINATOERLUEGUE DOENER SERMAYE ISLETMESI,Y02A40/81,Di̇pten beslenen baliklarin yeti̇şti̇ri̇ci̇li̇ği̇ i̇çi̇n kafes ve ağ,,0
TR-2025023187-A2,TR,20251231,0,BORCELIK CELIK SANAYII TICARET ANONIM SIRKETI,,Düşük et kalinliklarinda yüksek karbonlu çeli̇kleri̇n elde edi̇lebi̇lmesi̇ne yöneli̇k bi̇r yöntem ve bu yöntem i̇le elde edi̇len düşük et kalinliklarina sahi̇p yüksek karbonlu çeli̇kler,,0
TR-2025023465-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Akilli nargi̇le lülesi̇ isitma si̇stemi̇,,0
TR-2025023306-A2,TR,20251231,0,SARIBEKIR AMBALAJ SANAYI VE TICARET ANONIM SIRKETI,,Kutu kaynak hatalarina neden olan verni̇k bulaşmasini tespi̇t edebi̇len otomasyon si̇stemi̇,,0
TR-2025023469-U5,TR,20251231,0,CH MAKINA MUEHENDISLIK DANISMANLIK MADENCILIK TEHLIKELI ATIK SANAYI VE TICARET ANONIM SIRKETI,,Elektroli̇z hücresi̇,,0
TR-2025023389-A2,TR,20251231,0,COSKUNOEZ METAL FORM MAKINA ENDUESTRI VE TICARET ANONIM SIRKETI,,Entegre pi̇ezoelektri̇k enerji̇ hasadi si̇stemi̇,,0
TR-2025023402-U5,TR,20251231,0,KAYNAR YELIZ,Y02A20/108,Yağmur Suyu Toplayan Modüler Oturma ve Oyun Ünitesi,,0
TR-2025023105-A2,TR,20251231,0,HIDROMEK HIDROLIK VE MEKANIK MAKINA IMALAT SANAYI VE TICARET ANONIM SIRKETI,,İş maki̇nalari i̇çi̇n elektri̇kli̇ koltuk di̇reksi̇yon mekani̇zmasi,,0
TR-2025023231-A2,TR,20251231,0,PETRO YAG VE KIMYASALLAR SANAYI VE TICARET ANONIM SIRKETI,,Hlb değeri̇ opti̇mi̇ze edi̇lmi̇ş teksti̇l yağlayici emülsi̇yon kompozi̇syonu ve bu kompozi̇syonunun hazirlanmasina i̇li̇şki̇n bi̇r usul,,0
TR-2025023350-U5,TR,20251231,0,ATA GUELNAZ; BASARA SULTAN GUENER; KEMER AYSEGUEL SARIOGLU; CALISIR HUESNIYE,,Çocuklar i̇çi̇n ekran destekli̇ i̇nvazi̇v i̇şlem koltuğu,,0
TR-2025023111-A2,TR,20251231,0,INOENUE UENIVERSITESI REKTOERLUEGUE,,Kayısı çekirdeği kabuğu katkılı filament üretim yöntemi,,0
TR-2025023216-A2,TR,20251231,0,UNIV ISTANBUL GELISIM,,Zi̇hi̇nsel i̇mgelemle yönlendi̇ri̇len di̇ji̇tal çi̇zi̇m si̇stemi̇,,0
TR-2025022935-A2,TR,20251230,0,YEO TEKNOLOJI ENERJI VE ENDUESTRI ANONIM SIRKETI; SELCUK UENIVERSITESIREKTOERLUEGUE,Y02P20/133,Biyokütle Kaynaklı Biyokömür/Karbon Kuantum Nokta Temelli Destek Üzerinde Yerinde Elektrodepozisyonla Oluşturulan Amorf NiWS? ve CoWS? Kompozit Yapılar Ve Fotoelektrokimyasal Amonyak Üretimine Yönelik Uygulamaları,,0
TR-2025022873-U5,TR,20251230,0,GAGAR COMPANY MUECEVHERAT LTD SIRKETI,,Akilli yüzük kilif yapilanmasi,,0
TR-2025022942-A2,TR,20251230,0,T C ANKARA UENIVERSITESI REKTOERLUEGUE,,Antosi̇yani̇n i̇çeren gidalarda antosi̇yani̇n stabi̇li̇tesi̇ni̇ koruyan enzi̇mati̇k yöntem,,0
TR-2025022679-A2,TR,20251230,0,IMAS MAKINA SANAYI ANONIM SIRKETI,,Motor ve sensör verileriyle yapay zeka destekli şerit testereli metal kesme sistemi,,0
TR-2025023045-U5,TR,20251230,0,CAKAN LEVENT,,Trafo Yağ İşlem Ünitesi,,0
TR-2025022737-A2,TR,20251230,0,HIDROKON KONYA HIDROLIK MAKINA SANAYI VE TICARET ANONIM SIRKETI,,Sönümleme elemani entegre kancali bi̇r yük kaldirma si̇stemi̇,,0
TR-2025023011-A2,TR,20251230,0,UZMANLAR PLATFORM HIDROMEKANIK MAKINA MUEHENDISLIK OTOMOTIV SANAYI VE TICARET LTD SIRKETI,,Değişken Geometrili Dinamik Karşı Ağırlık Sistemi,,0
TR-2025022778-A2,TR,20251230,0,MILVUS ROBOTICS TEKNOLOJI ANONIM SIRKETI,,Geli̇şti̇ri̇lmi̇ş deği̇şken açili yerçeki̇mi̇ tabanli karakuri̇ si̇stemi̇,,0
TR-2025022918-U5,TR,20251230,0,CNK HAVACILIK SANAYI VE TICARET LTD SIRKETI,,Havşa başli vi̇dali bağlanti elemanlari i̇çi̇n bi̇r kesme test düzeneği̇,,0
TR-2025023009-A2,TR,20251230,0,T C ANKARA UENIVERSITESI REKTOERLUEGUE,,Fonksi̇yonel özelli̇ği̇ artirilmiş tüketi̇me hazir meyve ve gida ürünleri̇,,0
TR-2025022931-U5,TR,20251230,0,BIRUNI UENIVERSITESI,,Entegre kli̇ps mekani̇zmali taki kuşaği,,0
TR-2025022754-A2,TR,20251230,0,BURSA ULUDAG UENIVERSITESI; ISTANBUL GEDIK UENIVERSITESI; TUERKIYE BILIMSEL VETEKNOLOJIK ARASTIRMA KURUMU; UNIV ISTANBUL REKTOERLUEGUE; BEKAMAK MAKINA SANAYI VE TICARET ANONIM SIRKETI,,"V-Kanallı Polimer Optik Fiber ve Spiral Sarımlı FBG İçeren Hibrit, Çift Parametreli Yönlü Eğrilik Sensörü",,0
TR-2025022730-A2,TR,20251230,0,HIDROKON KONYA HIDROLIK MAKINA SANAYI VE TICARET ANONIM SIRKETI,,Sönüm katsayisi ayarlanabi̇li̇r hi̇droli̇k sönümleme si̇stemi̇,,0
TR-2025022673-A2,TR,20251230,0,BTS KURUMSAL BILISIM TEKNOLOJILERI ANONIM SIRKETI,,Su alti bulaniklik gi̇derme ve görüntü i̇yi̇leşti̇rme i̇çi̇n bi̇r restorasyon si̇stemi̇ ve buna yöneli̇k yöntem,,0
TR-2025022745-A2,TR,20251230,0,HYPEREVER MAKINA SANAYI VE TICARET ANONIM SIRKETI,,Bacakli robotlar i̇çi̇n bi̇r aktüatör paketi̇,,0
TR-2025022826-U5,TR,20251230,0,BAYKAL MAKINA SANAYI VE TICARET ANONIM SIRKETI,,Parça tutma üni̇tesi̇ne sahi̇p bi̇r büküm merkezi̇,,0
TR-2025022902-U5,TR,20251230,0,ELDECO YAPI DEKORASYON VE KIMYA SANAYI DIS TICARET LTD SIRKETI,,El i̇le bükülebi̇li̇r perde ve örtü rayi,,0
TR-2025022728-A1,TR,20251230,0,UNIV ISTANBUL GELISIM,,Yapay zekâ destekli̇ baski ön i̇zleme si̇stemi̇,,0
TR-2025022799-U5,TR,20251230,0,BIRUNI UENIVERSITESI,,Ayarlanabi̇li̇r akiş kontrollü pi̇pet,,0
TR-2025022933-A2,TR,20251230,0,PAYTR OEDEME VE ELEKTRONIK PARA KURULUSU ANONIM SIRKETI,,İnternet si̇tesi̇ i̇çeri̇kleri̇ni̇n seçi̇lmesi̇ni̇ ve raporlanmasini sağlayan bi̇r yöntem,,0
TR-2025022901-A2,TR,20251230,0,MASTTECH ELEKTROMEKANIK SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI; GOEKALP KORAY,,Rüzgâr dayanimi arttirilmiş yeni̇ bi̇r profi̇l yapilanmasina sahi̇p teleskopi̇k kule,,0
TR-2025022726-A2,TR,20251230,0,UNIV ISTANBUL GELISIM,,Gerçek zamanli kolekti̇f rüya si̇stemi̇,,0
TR-2025022994-U5,TR,20251230,0,PARLAYAN TARIM MAKINALARI VE TARIMSAL UERUENLER SANAYI VE TICARET ANONIM SIRKETI,,Ayni anda hem ot bi̇çen hem topraği çapalayan maki̇ne,,0
