defense_firm,civil_sector,year,cites,rd_lag2,log_rd_lag2,jaffe_prox,rd_x_jaffe,log_civ_stock,log_cites_p1
ROKETSAN,Ileri_Malzeme_Kimya,2019,1,160.0,5.075173815233827,0.52,2.63909038392159,6.824373670043086,0.6931471805599453
ROKETSAN,Ileri_Malzeme_Kimya,2020,8,195.0,5.272999558563747,0.52,2.7419597704531484,6.824373670043086,2.1972245773362196
ROKETSAN,Ileri_Malzeme_Kimya,2021,8,220.0,5.393627546352362,0.52,2.8046863241032285,6.824373670043086,2.1972245773362196
ROKETSAN,Ileri_Malzeme_Kimya,2022,12,240.0,5.480638923341991,0.52,2.8499322401378353,6.824373670043086,2.5649493574615367
ROKETSAN,Ileri_Malzeme_Kimya,2023,26,265.0,5.579729825986222,0.52,2.9014595095128355,6.824373670043086,3.295836866004329
ROKETSAN,Ileri_Malzeme_Kimya,2024,10,290.0,5.66988092298052,0.52,2.9483380799498704,6.824373670043086,2.3978952727983707
BAYKAR,Otomotiv,2010,0,7.225,1.9775472339984959,0.191,0.3777115216937127,7.00669522683704,0.0
BAYKAR,Otomotiv,2011,1,8.5,2.1400661634962708,0.191,0.4087526372277877,7.00669522683704,0.6931471805599453
BAYKAR,Otomotiv,2012,0,10.0,2.302585092994046,0.191,0.4397937527618628,7.00669522683704,0.0
BAYKAR,Otomotiv,2013,1,15.0,2.70805020110221,0.191,0.5172375884105221,7.00669522683704,0.6931471805599453
BAYKAR,Otomotiv,2014,2,25.0,3.2188758248682006,0.191,0.6148052825498264,7.00669522683704,1.0986122886681098
BAYKAR,Otomotiv,2015,3,40.0,3.6888794541139363,0.191,0.7045759757357618,7.00669522683704,1.3862943611198906
BAYKAR,Otomotiv,2016,1,60.0,4.0943445622221,0.191,0.7820198113844212,7.00669522683704,0.6931471805599453
BAYKAR,Otomotiv,2017,2,90.0,4.499809670330265,0.191,0.8594636470330806,7.00669522683704,1.0986122886681098
BAYKAR,Otomotiv,2018,2,135.0,4.90527477843843,0.191,0.9369074826817401,7.00669522683704,1.0986122886681098
BAYKAR,Otomotiv,2019,3,185.0,5.220355825078324,0.191,0.99708796258996,7.00669522683704,1.3862943611198906
BAYKAR,Otomotiv,2020,2,240.0,5.480638923341991,0.191,1.0468020343583204,7.00669522683704,1.0986122886681098
BAYKAR,Otomotiv,2021,5,310.0,5.736572297479192,0.191,1.0956853088185257,7.00669522683704,1.791759469228055
BAYKAR,Otomotiv,2022,0,380.0,5.940171252720432,0.191,1.1345727092696025,7.00669522683704,0.0
BAYKAR,Otomotiv,2023,7,440.0,6.0867747269123065,0.191,1.1625739728402507,7.00669522683704,2.0794415416798357
BAYKAR,Otomotiv,2024,17,510.0,6.234410725718371,0.191,1.1907724486122089,7.00669522683704,2.8903717578961645
BAYKAR,Telekomunikasyon,2010,0,7.225,1.9775472339984959,0.0,0.0,9.020026965252676,0.0
BAYKAR,Telekomunikasyon,2011,0,8.5,2.1400661634962708,0.0,0.0,9.020026965252676,0.0
BAYKAR,Telekomunikasyon,2012,0,10.0,2.302585092994046,0.0,0.0,9.020026965252676,0.0
BAYKAR,Telekomunikasyon,2013,1,15.0,2.70805020110221,0.0,0.0,9.020026965252676,0.6931471805599453
BAYKAR,Telekomunikasyon,2014,2,25.0,3.2188758248682006,0.0,0.0,9.020026965252676,1.0986122886681098
BAYKAR,Telekomunikasyon,2015,0,40.0,3.6888794541139363,0.0,0.0,9.020026965252676,0.0
BAYKAR,Telekomunikasyon,2016,3,60.0,4.0943445622221,0.0,0.0,9.020026965252676,1.3862943611198906
BAYKAR,Telekomunikasyon,2017,2,90.0,4.499809670330265,0.0,0.0,9.020026965252676,1.0986122886681098
BAYKAR,Telekomunikasyon,2018,2,135.0,4.90527477843843,0.0,0.0,9.020026965252676,1.0986122886681098
BAYKAR,Telekomunikasyon,2019,3,185.0,5.220355825078324,0.0,0.0,9.020026965252676,1.3862943611198906
BAYKAR,Telekomunikasyon,2020,5,240.0,5.480638923341991,0.0,0.0,9.020026965252676,1.791759469228055
BAYKAR,Telekomunikasyon,2021,5,310.0,5.736572297479192,0.0,0.0,9.020026965252676,1.791759469228055
BAYKAR,Telekomunikasyon,2022,3,380.0,5.940171252720432,0.0,0.0,9.020026965252676,1.3862943611198906
BAYKAR,Telekomunikasyon,2023,2,440.0,6.0867747269123065,0.0,0.0,9.020026965252676,1.0986122886681098
BAYKAR,Telekomunikasyon,2024,6,510.0,6.234410725718371,0.0,0.0,9.020026965252676,1.9459101490553132
BAYKAR,Tuketici_Elektronigi,2010,0,7.225,1.9775472339984959,0.064,0.12656302297590374,8.172729104865471,0.0
BAYKAR,Tuketici_Elektronigi,2011,3,8.5,2.1400661634962708,0.064,0.13696423446376133,8.172729104865471,1.3862943611198906
BAYKAR,Tuketici_Elektronigi,2012,0,10.0,2.302585092994046,0.064,0.14736544595161893,8.172729104865471,0.0
BAYKAR,Tuketici_Elektronigi,2013,0,15.0,2.70805020110221,0.064,0.17331521287054144,8.172729104865471,0.0
BAYKAR,Tuketici_Elektronigi,2014,0,25.0,3.2188758248682006,0.064,0.20600805279156484,8.172729104865471,0.0
BAYKAR,Tuketici_Elektronigi,2015,1,40.0,3.6888794541139363,0.064,0.23608828506329194,8.172729104865471,0.6931471805599453
BAYKAR,Tuketici_Elektronigi,2016,2,60.0,4.0943445622221,0.064,0.2620380519822144,8.172729104865471,1.0986122886681098
BAYKAR,Tuketici_Elektronigi,2017,1,90.0,4.499809670330265,0.064,0.28798781890113695,8.172729104865471,0.6931471805599453
BAYKAR,Tuketici_Elektronigi,2018,6,135.0,4.90527477843843,0.064,0.3139375858200595,8.172729104865471,1.9459101490553132
BAYKAR,Tuketici_Elektronigi,2019,5,185.0,5.220355825078324,0.064,0.33410277280501277,8.172729104865471,1.791759469228055
BAYKAR,Tuketici_Elektronigi,2020,1,240.0,5.480638923341991,0.064,0.3507608910938874,8.172729104865471,0.6931471805599453
BAYKAR,Tuketici_Elektronigi,2021,9,310.0,5.736572297479192,0.064,0.3671406270386683,8.172729104865471,2.302585092994046
BAYKAR,Tuketici_Elektronigi,2022,1,380.0,5.940171252720432,0.064,0.3801709601741076,8.172729104865471,0.6931471805599453
BAYKAR,Tuketici_Elektronigi,2023,5,440.0,6.0867747269123065,0.064,0.38955358252238764,8.172729104865471,1.791759469228055
BAYKAR,Tuketici_Elektronigi,2024,3,510.0,6.234410725718371,0.064,0.39900228644597574,8.172729104865471,1.3862943611198906
BAYKAR,Yazilim_Bilisim,2010,3,7.225,1.9775472339984959,0.45,0.8898962552993231,7.52294091807237,1.3862943611198906
BAYKAR,Yazilim_Bilisim,2011,0,8.5,2.1400661634962708,0.45,0.9630297735733219,7.52294091807237,0.0
BAYKAR,Yazilim_Bilisim,2012,0,10.0,2.302585092994046,0.45,1.0361632918473207,7.52294091807237,0.0
BAYKAR,Yazilim_Bilisim,2013,2,15.0,2.70805020110221,0.45,1.2186225904959946,7.52294091807237,1.0986122886681098
BAYKAR,Yazilim_Bilisim,2014,2,25.0,3.2188758248682006,0.45,1.4484941211906903,7.52294091807237,1.0986122886681098
BAYKAR,Yazilim_Bilisim,2015,7,40.0,3.6888794541139363,0.45,1.6599957543512713,7.52294091807237,2.0794415416798357
BAYKAR,Yazilim_Bilisim,2016,7,60.0,4.0943445622221,0.45,1.8424550529999453,7.52294091807237,2.0794415416798357
BAYKAR,Yazilim_Bilisim,2017,12,90.0,4.499809670330265,0.45,2.0249143516486194,7.52294091807237,2.5649493574615367
BAYKAR,Yazilim_Bilisim,2018,5,135.0,4.90527477843843,0.45,2.2073736502972934,7.52294091807237,1.791759469228055
BAYKAR,Yazilim_Bilisim,2019,6,185.0,5.220355825078324,0.45,2.349160121285246,7.52294091807237,1.9459101490553132
BAYKAR,Yazilim_Bilisim,2020,5,240.0,5.480638923341991,0.45,2.466287515503896,7.52294091807237,1.791759469228055
BAYKAR,Yazilim_Bilisim,2021,10,310.0,5.736572297479192,0.45,2.5814575338656365,7.52294091807237,2.3978952727983707
BAYKAR,Yazilim_Bilisim,2022,36,380.0,5.940171252720432,0.45,2.673077063724194,7.52294091807237,3.6109179126442243
BAYKAR,Yazilim_Bilisim,2023,34,440.0,6.0867747269123065,0.45,2.739048627110538,7.52294091807237,3.5553480614894135
BAYKAR,Yazilim_Bilisim,2024,22,510.0,6.234410725718371,0.45,2.805484826573267,7.52294091807237,3.1354942159291497
BAYKAR,Ileri_Malzeme_Kimya,2010,0,7.225,1.9775472339984959,0.12,0.23730566807981948,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2011,0,8.5,2.1400661634962708,0.12,0.2568079396195525,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2012,0,10.0,2.302585092994046,0.12,0.2763102111592855,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2013,1,15.0,2.70805020110221,0.12,0.3249660241322652,6.824373670043086,0.6931471805599453
BAYKAR,Ileri_Malzeme_Kimya,2014,0,25.0,3.2188758248682006,0.12,0.38626509898418404,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2015,1,40.0,3.6888794541139363,0.12,0.44266553449367235,6.824373670043086,0.6931471805599453
BAYKAR,Ileri_Malzeme_Kimya,2016,0,60.0,4.0943445622221,0.12,0.491321347466652,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2017,3,90.0,4.499809670330265,0.12,0.5399771604396317,6.824373670043086,1.3862943611198906
BAYKAR,Ileri_Malzeme_Kimya,2018,2,135.0,4.90527477843843,0.12,0.5886329734126116,6.824373670043086,1.0986122886681098
BAYKAR,Ileri_Malzeme_Kimya,2019,5,185.0,5.220355825078324,0.12,0.6264426990093989,6.824373670043086,1.791759469228055
BAYKAR,Ileri_Malzeme_Kimya,2020,1,240.0,5.480638923341991,0.12,0.657676670801039,6.824373670043086,0.6931471805599453
BAYKAR,Ileri_Malzeme_Kimya,2021,0,310.0,5.736572297479192,0.12,0.6883886756975031,6.824373670043086,0.0
BAYKAR,Ileri_Malzeme_Kimya,2022,2,380.0,5.940171252720432,0.12,0.7128205503264518,6.824373670043086,1.0986122886681098
BAYKAR,Ileri_Malzeme_Kimya,2023,2,440.0,6.0867747269123065,0.12,0.7304129672294768,6.824373670043086,1.0986122886681098
BAYKAR,Ileri_Malzeme_Kimya,2024,0,510.0,6.234410725718371,0.12,0.7481292870862045,6.824373670043086,0.0
HAVELSAN,Otomotiv,2010,2,18.062499999999996,2.8938379658726507,0.0,0.0,7.00669522683704,1.0986122886681098
HAVELSAN,Otomotiv,2011,0,21.25,3.056356895370426,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2012,0,25.0,3.2188758248682006,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2013,2,30.0,3.4011973816621555,0.0,0.0,7.00669522683704,1.0986122886681098
HAVELSAN,Otomotiv,2014,0,38.0,3.6375861597263857,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2015,0,48.0,3.871201010907891,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2016,0,60.0,4.0943445622221,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2017,0,75.0,4.31748811353631,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2018,2,92.0,4.5217885770490405,0.0,0.0,7.00669522683704,1.0986122886681098
HAVELSAN,Otomotiv,2019,1,115.0,4.74493212836325,0.0,0.0,7.00669522683704,0.6931471805599453
HAVELSAN,Otomotiv,2020,0,135.0,4.90527477843843,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2021,0,155.0,5.043425116919247,0.0,0.0,7.00669522683704,0.0
HAVELSAN,Otomotiv,2022,4,175.0,5.1647859739235145,0.0,0.0,7.00669522683704,1.6094379124341003
HAVELSAN,Otomotiv,2023,2,195.0,5.272999558563747,0.0,0.0,7.00669522683704,1.0986122886681098
HAVELSAN,Otomotiv,2024,2,215.0,5.3706380281276624,0.0,0.0,7.00669522683704,1.0986122886681098
HAVELSAN,Telekomunikasyon,2010,3,18.062499999999996,2.8938379658726507,0.317,0.9173466351816303,9.020026965252676,1.3862943611198906
HAVELSAN,Telekomunikasyon,2011,2,21.25,3.056356895370426,0.317,0.9688651358324251,9.020026965252676,1.0986122886681098
HAVELSAN,Telekomunikasyon,2012,1,25.0,3.2188758248682006,0.317,1.0203836364832195,9.020026965252676,0.6931471805599453
HAVELSAN,Telekomunikasyon,2013,0,30.0,3.4011973816621555,0.317,1.0781795699869032,9.020026965252676,0.0
HAVELSAN,Telekomunikasyon,2014,8,38.0,3.6375861597263857,0.317,1.1531148126332642,9.020026965252676,2.1972245773362196
HAVELSAN,Telekomunikasyon,2015,5,48.0,3.871201010907891,0.317,1.2271707204578015,9.020026965252676,1.791759469228055
HAVELSAN,Telekomunikasyon,2016,5,60.0,4.0943445622221,0.317,1.2979072262244058,9.020026965252676,1.791759469228055
HAVELSAN,Telekomunikasyon,2017,7,75.0,4.31748811353631,0.317,1.3686437319910103,9.020026965252676,2.0794415416798357
HAVELSAN,Telekomunikasyon,2018,5,92.0,4.5217885770490405,0.317,1.4334069789245458,9.020026965252676,1.791759469228055
HAVELSAN,Telekomunikasyon,2019,6,115.0,4.74493212836325,0.317,1.5041434846911503,9.020026965252676,1.9459101490553132
HAVELSAN,Telekomunikasyon,2020,2,135.0,4.90527477843843,0.317,1.5549721047649823,9.020026965252676,1.0986122886681098
HAVELSAN,Telekomunikasyon,2021,9,155.0,5.043425116919247,0.317,1.5987657620634013,9.020026965252676,2.302585092994046
HAVELSAN,Telekomunikasyon,2022,10,175.0,5.1647859739235145,0.317,1.637237153733754,9.020026965252676,2.3978952727983707
HAVELSAN,Telekomunikasyon,2023,5,195.0,5.272999558563747,0.317,1.6715408600647077,9.020026965252676,1.791759469228055
HAVELSAN,Telekomunikasyon,2024,30,215.0,5.3706380281276624,0.317,1.702492254916469,9.020026965252676,3.4339872044851463
HAVELSAN,Tuketici_Elektronigi,2010,1,18.062499999999996,2.8938379658726507,0.026,0.07523978711268892,8.172729104865471,0.6931471805599453
HAVELSAN,Tuketici_Elektronigi,2011,0,21.25,3.056356895370426,0.026,0.07946527927963107,8.172729104865471,0.0
HAVELSAN,Tuketici_Elektronigi,2012,0,25.0,3.2188758248682006,0.026,0.0836907714465732,8.172729104865471,0.0
HAVELSAN,Tuketici_Elektronigi,2013,2,30.0,3.4011973816621555,0.026,0.08843113192321604,8.172729104865471,1.0986122886681098
HAVELSAN,Tuketici_Elektronigi,2014,0,38.0,3.6375861597263857,0.026,0.09457724015288602,8.172729104865471,0.0
HAVELSAN,Tuketici_Elektronigi,2015,1,48.0,3.871201010907891,0.026,0.10065122628360516,8.172729104865471,0.6931471805599453
HAVELSAN,Tuketici_Elektronigi,2016,2,60.0,4.0943445622221,0.026,0.10645295861777461,8.172729104865471,1.0986122886681098
HAVELSAN,Tuketici_Elektronigi,2017,4,75.0,4.31748811353631,0.026,0.11225469095194406,8.172729104865471,1.6094379124341003
HAVELSAN,Tuketici_Elektronigi,2018,1,92.0,4.5217885770490405,0.026,0.11756650300327505,8.172729104865471,0.6931471805599453
HAVELSAN,Tuketici_Elektronigi,2019,0,115.0,4.74493212836325,0.026,0.1233682353374445,8.172729104865471,0.0
HAVELSAN,Tuketici_Elektronigi,2020,4,135.0,4.90527477843843,0.026,0.12753714423939916,8.172729104865471,1.6094379124341003
HAVELSAN,Tuketici_Elektronigi,2021,0,155.0,5.043425116919247,0.026,0.1311290530399004,8.172729104865471,0.0
HAVELSAN,Tuketici_Elektronigi,2022,6,175.0,5.1647859739235145,0.026,0.13428443532201137,8.172729104865471,1.9459101490553132
HAVELSAN,Tuketici_Elektronigi,2023,2,195.0,5.272999558563747,0.026,0.13709798852265742,8.172729104865471,1.0986122886681098
HAVELSAN,Tuketici_Elektronigi,2024,1,215.0,5.3706380281276624,0.026,0.1396365887313192,8.172729104865471,0.6931471805599453
HAVELSAN,Yazilim_Bilisim,2010,3,18.062499999999996,2.8938379658726507,0.62,1.7941795388410435,7.52294091807237,1.3862943611198906
HAVELSAN,Yazilim_Bilisim,2011,1,21.25,3.056356895370426,0.62,1.894941275129664,7.52294091807237,0.6931471805599453
HAVELSAN,Yazilim_Bilisim,2012,1,25.0,3.2188758248682006,0.62,1.9957030114182843,7.52294091807237,0.6931471805599453
HAVELSAN,Yazilim_Bilisim,2013,8,30.0,3.4011973816621555,0.62,2.1087423766305364,7.52294091807237,2.1972245773362196
HAVELSAN,Yazilim_Bilisim,2014,3,38.0,3.6375861597263857,0.62,2.255303419030359,7.52294091807237,1.3862943611198906
HAVELSAN,Yazilim_Bilisim,2015,6,48.0,3.871201010907891,0.62,2.4001446267628923,7.52294091807237,1.9459101490553132
HAVELSAN,Yazilim_Bilisim,2016,10,60.0,4.0943445622221,0.62,2.538493628577702,7.52294091807237,2.3978952727983707
HAVELSAN,Yazilim_Bilisim,2017,13,75.0,4.31748811353631,0.62,2.676842630392512,7.52294091807237,2.6390573296152584
HAVELSAN,Yazilim_Bilisim,2018,17,92.0,4.5217885770490405,0.62,2.803508917770405,7.52294091807237,2.8903717578961645
HAVELSAN,Yazilim_Bilisim,2019,10,115.0,4.74493212836325,0.62,2.9418579195852153,7.52294091807237,2.3978952727983707
HAVELSAN,Yazilim_Bilisim,2020,6,135.0,4.90527477843843,0.62,3.0412703626318263,7.52294091807237,1.9459101490553132
HAVELSAN,Yazilim_Bilisim,2021,15,155.0,5.043425116919247,0.62,3.126923572489933,7.52294091807237,2.772588722239781
HAVELSAN,Yazilim_Bilisim,2022,16,175.0,5.1647859739235145,0.62,3.202167303832579,7.52294091807237,2.833213344056216
HAVELSAN,Yazilim_Bilisim,2023,83,195.0,5.272999558563747,0.62,3.269259726309523,7.52294091807237,4.430816798843313
HAVELSAN,Yazilim_Bilisim,2024,37,215.0,5.3706380281276624,0.62,3.3297955774391506,7.52294091807237,3.6375861597263857
HAVELSAN,Ileri_Malzeme_Kimya,2010,1,18.062499999999996,2.8938379658726507,0.0,0.0,6.824373670043086,0.6931471805599453
HAVELSAN,Ileri_Malzeme_Kimya,2011,0,21.25,3.056356895370426,0.0,0.0,6.824373670043086,0.0
HAVELSAN,Ileri_Malzeme_Kimya,2012,1,25.0,3.2188758248682006,0.0,0.0,6.824373670043086,0.6931471805599453
HAVELSAN,Ileri_Malzeme_Kimya,2013,0,30.0,3.4011973816621555,0.0,0.0,6.824373670043086,0.0
HAVELSAN,Ileri_Malzeme_Kimya,2014,0,38.0,3.6375861597263857,0.0,0.0,6.824373670043086,0.0
HAVELSAN,Ileri_Malzeme_Kimya,2015,1,48.0,3.871201010907891,0.0,0.0,6.824373670043086,0.6931471805599453
HAVELSAN,Ileri_Malzeme_Kimya,2016,2,60.0,4.0943445622221,0.0,0.0,6.824373670043086,1.0986122886681098
HAVELSAN,Ileri_Malzeme_Kimya,2017,0,75.0,4.31748811353631,0.0,0.0,6.824373670043086,0.0
HAVELSAN,Ileri_Malzeme_Kimya,2018,0,92.0,4.5217885770490405,0.0,0.0,6.824373670043086,0.0
HAVELSAN,Ileri_Malzeme_Kimya,2019,1,115.0,4.74493212836325,0.0,0.0,6.824373670043086,0.6931471805599453
HAVELSAN,Ileri_Malzeme_Kimya,2020,6,135.0,4.90527477843843,0.0,0.0,6.824373670043086,1.9459101490553132
HAVELSAN,Ileri_Malzeme_Kimya,2021,2,155.0,5.043425116919247,0.0,0.0,6.824373670043086,1.0986122886681098
HAVELSAN,Ileri_Malzeme_Kimya,2022,3,175.0,5.1647859739235145,0.0,0.0,6.824373670043086,1.3862943611198906
HAVELSAN,Ileri_Malzeme_Kimya,2023,2,195.0,5.272999558563747,0.0,0.0,6.824373670043086,1.0986122886681098
HAVELSAN,Ileri_Malzeme_Kimya,2024,1,215.0,5.3706380281276624,0.0,0.0,6.824373670043086,0.6931471805599453
STM,Otomotiv,2010,1,10.837499999999999,2.3830123421066602,0.107,0.25498232060541265,7.00669522683704,0.6931471805599453
STM,Otomotiv,2011,0,12.75,2.545531271604435,0.107,0.2723718460616745,7.00669522683704,0.0
STM,Otomotiv,2012,1,15.0,2.70805020110221,0.107,0.28976137151793646,7.00669522683704,0.6931471805599453
STM,Otomotiv,2013,1,18.0,2.8903717578961645,0.107,0.3092697780948896,7.00669522683704,0.6931471805599453
STM,Otomotiv,2014,0,22.0,3.091042453358316,0.107,0.3307415425093398,7.00669522683704,0.0
STM,Otomotiv,2015,3,28.0,3.332204510175204,0.107,0.3565458825887468,7.00669522683704,1.3862943611198906
STM,Otomotiv,2016,0,35.0,3.5553480614894135,0.107,0.38042224257936724,7.00669522683704,0.0
STM,Otomotiv,2017,0,45.0,3.8066624897703196,0.107,0.4073128864054242,7.00669522683704,0.0
STM,Otomotiv,2018,0,58.0,4.060443010546419,0.107,0.43446740212846685,7.00669522683704,0.0
STM,Otomotiv,2019,1,72.0,4.276666119016055,0.107,0.4576032747347179,7.00669522683704,0.6931471805599453
STM,Otomotiv,2020,1,88.0,4.477336814478207,0.107,0.4790750391491681,7.00669522683704,0.6931471805599453
STM,Otomotiv,2021,2,105.0,4.653960350157523,0.107,0.49797375746685496,7.00669522683704,1.0986122886681098
STM,Otomotiv,2022,3,120.0,4.787491742782046,0.107,0.5122616164776789,7.00669522683704,1.3862943611198906
STM,Otomotiv,2023,0,135.0,4.90527477843843,0.107,0.524864401292912,7.00669522683704,0.0
STM,Otomotiv,2024,2,150.0,5.0106352940962555,0.107,0.5361379764682993,7.00669522683704,1.0986122886681098
STM,Telekomunikasyon,2010,0,10.837499999999999,2.3830123421066602,0.227,0.5409438016582119,9.020026965252676,0.0
STM,Telekomunikasyon,2011,1,12.75,2.545531271604435,0.227,0.5778355986542068,9.020026965252676,0.6931471805599453
STM,Telekomunikasyon,2012,1,15.0,2.70805020110221,0.227,0.6147273956502017,9.020026965252676,0.6931471805599453
STM,Telekomunikasyon,2013,2,18.0,2.8903717578961645,0.227,0.6561143890424294,9.020026965252676,1.0986122886681098
STM,Telekomunikasyon,2014,7,22.0,3.091042453358316,0.227,0.7016666369123378,9.020026965252676,2.0794415416798357
STM,Telekomunikasyon,2015,7,28.0,3.332204510175204,0.227,0.7564104238097713,9.020026965252676,2.0794415416798357
STM,Telekomunikasyon,2016,1,35.0,3.5553480614894135,0.227,0.8070640099580969,9.020026965252676,0.6931471805599453
STM,Telekomunikasyon,2017,3,45.0,3.8066624897703196,0.227,0.8641123851778626,9.020026965252676,1.3862943611198906
STM,Telekomunikasyon,2018,2,58.0,4.060443010546419,0.227,0.9217205633940372,9.020026965252676,1.0986122886681098
STM,Telekomunikasyon,2019,2,72.0,4.276666119016055,0.227,0.9708032090166446,9.020026965252676,1.0986122886681098
STM,Telekomunikasyon,2020,1,88.0,4.477336814478207,0.227,1.016355456886553,9.020026965252676,0.6931471805599453
STM,Telekomunikasyon,2021,1,105.0,4.653960350157523,0.227,1.0564489994857578,9.020026965252676,0.6931471805599453
STM,Telekomunikasyon,2022,6,120.0,4.787491742782046,0.227,1.0867606256115245,9.020026965252676,1.9459101490553132
STM,Telekomunikasyon,2023,7,135.0,4.90527477843843,0.227,1.1134973747055235,9.020026965252676,2.0794415416798357
STM,Telekomunikasyon,2024,5,150.0,5.0106352940962555,0.227,1.13741421175985,9.020026965252676,1.791759469228055
STM,Tuketici_Elektronigi,2010,0,10.837499999999999,2.3830123421066602,0.036,0.08578844431583976,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2011,1,12.75,2.545531271604435,0.036,0.09163912577775965,8.172729104865471,0.6931471805599453
STM,Tuketici_Elektronigi,2012,0,15.0,2.70805020110221,0.036,0.09748980723967955,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2013,0,18.0,2.8903717578961645,0.036,0.10405338328426192,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2014,1,22.0,3.091042453358316,0.036,0.11127752832089936,8.172729104865471,0.6931471805599453
STM,Tuketici_Elektronigi,2015,0,28.0,3.332204510175204,0.036,0.11995936236630733,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2016,2,35.0,3.5553480614894135,0.036,0.12799253021361887,8.172729104865471,1.0986122886681098
STM,Tuketici_Elektronigi,2017,0,45.0,3.8066624897703196,0.036,0.1370398496317315,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2018,0,58.0,4.060443010546419,0.036,0.14617594837967107,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2019,2,72.0,4.276666119016055,0.036,0.15395998028457797,8.172729104865471,1.0986122886681098
STM,Tuketici_Elektronigi,2020,4,88.0,4.477336814478207,0.036,0.16118412532121543,8.172729104865471,1.6094379124341003
STM,Tuketici_Elektronigi,2021,0,105.0,4.653960350157523,0.036,0.16754257260567082,8.172729104865471,0.0
STM,Tuketici_Elektronigi,2022,7,120.0,4.787491742782046,0.036,0.17234970274015363,8.172729104865471,2.0794415416798357
STM,Tuketici_Elektronigi,2023,2,135.0,4.90527477843843,0.036,0.17658989202378345,8.172729104865471,1.0986122886681098
STM,Tuketici_Elektronigi,2024,2,150.0,5.0106352940962555,0.036,0.1803828705874652,8.172729104865471,1.0986122886681098
STM,Yazilim_Bilisim,2010,1,10.837499999999999,2.3830123421066602,0.51,1.2153362944743968,7.52294091807237,0.6931471805599453
STM,Yazilim_Bilisim,2011,0,12.75,2.545531271604435,0.51,1.2982209485182619,7.52294091807237,0.0
STM,Yazilim_Bilisim,2012,2,15.0,2.70805020110221,0.51,1.381105602562127,7.52294091807237,1.0986122886681098
STM,Yazilim_Bilisim,2013,1,18.0,2.8903717578961645,0.51,1.474089596527044,7.52294091807237,0.6931471805599453
STM,Yazilim_Bilisim,2014,3,22.0,3.091042453358316,0.51,1.5764316512127412,7.52294091807237,1.3862943611198906
STM,Yazilim_Bilisim,2015,0,28.0,3.332204510175204,0.51,1.6994243001893539,7.52294091807237,0.0
STM,Yazilim_Bilisim,2016,3,35.0,3.5553480614894135,0.51,1.813227511359601,7.52294091807237,1.3862943611198906
STM,Yazilim_Bilisim,2017,7,45.0,3.8066624897703196,0.51,1.941397869782863,7.52294091807237,2.0794415416798357
STM,Yazilim_Bilisim,2018,7,58.0,4.060443010546419,0.51,2.0708259353786738,7.52294091807237,2.0794415416798357
STM,Yazilim_Bilisim,2019,2,72.0,4.276666119016055,0.51,2.1810997206981884,7.52294091807237,1.0986122886681098
STM,Yazilim_Bilisim,2020,7,88.0,4.477336814478207,0.51,2.2834417753838854,7.52294091807237,2.0794415416798357
STM,Yazilim_Bilisim,2021,0,105.0,4.653960350157523,0.51,2.373519778580337,7.52294091807237,0.0
STM,Yazilim_Bilisim,2022,12,120.0,4.787491742782046,0.51,2.4416207888188435,7.52294091807237,2.5649493574615367
STM,Yazilim_Bilisim,2023,7,135.0,4.90527477843843,0.51,2.501690137003599,7.52294091807237,2.0794415416798357
STM,Yazilim_Bilisim,2024,34,150.0,5.0106352940962555,0.51,2.5554239999890904,7.52294091807237,3.5553480614894135
STM,Ileri_Malzeme_Kimya,2010,0,10.837499999999999,2.3830123421066602,0.158,0.3765159500528523,6.824373670043086,0.0
STM,Ileri_Malzeme_Kimya,2011,0,12.75,2.545531271604435,0.158,0.40219394091350075,6.824373670043086,0.0
STM,Ileri_Malzeme_Kimya,2012,0,15.0,2.70805020110221,0.158,0.4278719317741492,6.824373670043086,0.0
STM,Ileri_Malzeme_Kimya,2013,0,18.0,2.8903717578961645,0.158,0.456678737747594,6.824373670043086,0.0
STM,Ileri_Malzeme_Kimya,2014,0,22.0,3.091042453358316,0.158,0.4883847076306139,6.824373670043086,0.0
STM,Ileri_Malzeme_Kimya,2015,1,28.0,3.332204510175204,0.158,0.5264883126076823,6.824373670043086,0.6931471805599453
