defense_contractor,civilian_sector,year,citations_received,defense_rd_lag2_musd,log_defense_rd_lag2,jaffe_proximity,rd_x_jaffe_interaction,log_civilian_patent_stock
BAYKAR,Telekomunikasyon,2015,0,38.6,3.653252276470785,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2016,0,58.2,4.063885354737392,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2017,3,88.5,4.483002552013883,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2018,1,132.0,4.882801922586371,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2019,2,182.4,5.206202077640231,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2020,4,236.8,5.46721590300985,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2021,1,308.5,5.731721843345443,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2022,4,376.2,5.9301209168669295,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2023,4,438.0,6.082218910376446,0.0,0.0,9.020026965252676
BAYKAR,Telekomunikasyon,2024,1,506.4,6.227326870829966,0.0,0.0,9.020026965252676
BAYKAR,Tuketici_Elektronigi,2010,0,6.86375,1.9262539396109453,0.064,0.1232802521351005,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2011,0,8.075,2.08877286910872,0.064,0.1336814636229581,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2012,0,9.5,2.2512917986064953,0.064,0.1440826751108157,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2013,1,14.8,2.6946271807700692,0.064,0.17245613956928443,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2014,2,24.1,3.1822118404966093,0.064,0.203661557791783,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2015,0,38.6,3.653252276470785,0.064,0.23380814569413025,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2016,0,58.2,4.063885354737392,0.064,0.26008866270319314,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2017,0,88.5,4.483002552013883,0.064,0.2869121633288885,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2018,2,132.0,4.882801922586371,0.064,0.31249932304552774,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2019,1,182.4,5.206202077640231,0.064,0.3331969329689748,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2020,3,236.8,5.46721590300985,0.064,0.3499018177926304,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2021,0,308.5,5.731721843345443,0.064,0.3668301979741083,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2022,3,376.2,5.9301209168669295,0.064,0.3795277386794835,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2023,2,438.0,6.082218910376446,0.064,0.3892620102640926,8.172729104865471
BAYKAR,Tuketici_Elektronigi,2024,2,506.4,6.227326870829966,0.064,0.39854891973311785,8.172729104865471
BAYKAR,Yazilim_Bilisim,2010,0,6.86375,1.9262539396109453,0.45,0.8668142728249254,7.52294091807237
BAYKAR,Yazilim_Bilisim,2011,1,8.075,2.08877286910872,0.45,0.9399477910989241,7.52294091807237
BAYKAR,Yazilim_Bilisim,2012,3,9.5,2.2512917986064953,0.45,1.013081309372923,7.52294091807237
BAYKAR,Yazilim_Bilisim,2013,3,14.8,2.6946271807700692,0.45,1.212582231346531,7.52294091807237
BAYKAR,Yazilim_Bilisim,2014,3,24.1,3.1822118404966093,0.45,1.4319953282234743,7.52294091807237
BAYKAR,Yazilim_Bilisim,2015,3,38.6,3.653252276470785,0.45,1.6439635244118533,7.52294091807237
BAYKAR,Yazilim_Bilisim,2016,18,58.2,4.063885354737392,0.45,1.8287484096318265,7.52294091807237
BAYKAR,Yazilim_Bilisim,2017,1,88.5,4.483002552013883,0.45,2.0173511484062474,7.52294091807237
BAYKAR,Yazilim_Bilisim,2018,23,132.0,4.882801922586371,0.45,2.1972608651638668,7.52294091807237
BAYKAR,Yazilim_Bilisim,2019,1,182.4,5.206202077640231,0.45,2.342790934938104,7.52294091807237
BAYKAR,Yazilim_Bilisim,2020,18,236.8,5.46721590300985,0.45,2.460247156354433,7.52294091807237
BAYKAR,Yazilim_Bilisim,2021,8,308.5,5.731721843345443,0.45,2.579274829505449,7.52294091807237
BAYKAR,Yazilim_Bilisim,2022,10,376.2,5.9301209168669295,0.45,2.6685544125901184,7.52294091807237
BAYKAR,Yazilim_Bilisim,2023,2,438.0,6.082218910376446,0.45,2.7369985096694007,7.52294091807237
BAYKAR,Yazilim_Bilisim,2024,22,506.4,6.227326870829966,0.45,2.8022970918734846,7.52294091807237
BAYKAR,Ileri_Malzeme_Kimya,2010,0,6.86375,1.9262539396109453,0.12,0.23115047275331344,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2011,0,8.075,2.08877286910872,0.12,0.2506527442930464,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2012,0,9.5,2.2512917986064953,0.12,0.2701550158327794,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2013,0,14.8,2.6946271807700692,0.12,0.3233552616924083,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2014,0,24.1,3.1822118404966093,0.12,0.38186542085959313,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2015,1,38.6,3.653252276470785,0.12,0.4383902731764942,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2016,2,58.2,4.063885354737392,0.12,0.48766624256848706,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2017,2,88.5,4.483002552013883,0.12,0.537960306241666,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2018,1,132.0,4.882801922586371,0.12,0.5859362307103645,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2019,3,182.4,5.206202077640231,0.12,0.6247442493168277,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2020,3,236.8,5.46721590300985,0.12,0.6560659083611821,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2021,7,308.5,5.731721843345443,0.12,0.6878066212014531,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2022,3,376.2,5.9301209168669295,0.12,0.7116145100240315,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2023,2,438.0,6.082218910376446,0.12,0.7298662692451735,6.824373670043086
BAYKAR,Ileri_Malzeme_Kimya,2024,7,506.4,6.227326870829966,0.12,0.7472792244995959,6.824373670043086
HAVELSAN,Otomotiv_Otonom,2010,0,17.918,2.8858057941753867,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2011,1,21.08,3.0483247236731614,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2012,1,24.8,3.2108436531709366,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2013,0,29.5,3.3843902633457743,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2014,0,37.4,3.6216707044204863,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2015,0,47.1,3.8522730010223722,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2016,1,59.8,4.091005660956586,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2017,0,74.2,4.3067641501733345,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2018,2,91.6,4.517431271680085,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2019,2,114.2,4.73795129722191,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2020,1,133.8,4.896346147694128,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2021,4,153.6,5.034351820713572,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2022,2,172.4,5.149817358229593,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2023,7,193.8,5.266826699456666,0.0,0.0,7.00669522683704
HAVELSAN,Otomotiv_Otonom,2024,2,214.5,5.368309738368072,0.0,0.0,7.00669522683704
HAVELSAN,Telekomunikasyon,2010,2,17.918,2.8858057941753867,0.317,0.9148004367535976,9.020026965252676
HAVELSAN,Telekomunikasyon,2011,3,21.08,3.0483247236731614,0.317,0.9663189374043922,9.020026965252676
HAVELSAN,Telekomunikasyon,2012,1,24.8,3.2108436531709366,0.317,1.017837438055187,9.020026965252676
HAVELSAN,Telekomunikasyon,2013,1,29.5,3.3843902633457743,0.317,1.0728517134806104,9.020026965252676
HAVELSAN,Telekomunikasyon,2014,3,37.4,3.6216707044204863,0.317,1.1480696133012942,9.020026965252676
HAVELSAN,Telekomunikasyon,2015,4,47.1,3.8522730010223722,0.317,1.221170541324092,9.020026965252676
HAVELSAN,Telekomunikasyon,2016,5,59.8,4.091005660956586,0.317,1.2968487945232379,9.020026965252676
HAVELSAN,Telekomunikasyon,2017,8,74.2,4.3067641501733345,0.317,1.365244235604947,9.020026965252676
HAVELSAN,Telekomunikasyon,2018,5,91.6,4.517431271680085,0.317,1.4320257131225869,9.020026965252676
HAVELSAN,Telekomunikasyon,2019,7,114.2,4.73795129722191,0.317,1.5019305612193454,9.020026965252676
HAVELSAN,Telekomunikasyon,2020,5,133.8,4.896346147694128,0.317,1.5521417288190387,9.020026965252676
HAVELSAN,Telekomunikasyon,2021,2,153.6,5.034351820713572,0.317,1.5958895271662024,9.020026965252676
HAVELSAN,Telekomunikasyon,2022,20,172.4,5.149817358229593,0.317,1.632492102558781,9.020026965252676
HAVELSAN,Telekomunikasyon,2023,5,193.8,5.266826699456666,0.317,1.669584063727763,9.020026965252676
HAVELSAN,Telekomunikasyon,2024,1,214.5,5.368309738368072,0.317,1.7017541870626787,9.020026965252676
HAVELSAN,Tuketici_Elektronigi,2010,2,17.918,2.8858057941753867,0.026,0.07503095064856005,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2011,1,21.08,3.0483247236731614,0.026,0.07925644281550219,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2012,3,24.8,3.2108436531709366,0.026,0.08348193498244434,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2013,1,29.5,3.3843902633457743,0.026,0.08799414684699013,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2014,1,37.4,3.6216707044204863,0.026,0.09416343831493264,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2015,0,47.1,3.8522730010223722,0.026,0.10015909802658167,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2016,3,59.8,4.091005660956586,0.026,0.10636614718487124,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2017,2,74.2,4.3067641501733345,0.026,0.11197586790450668,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2018,0,91.6,4.517431271680085,0.026,0.1174532130636822,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2019,4,114.2,4.73795129722191,0.026,0.12318673372776966,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2020,5,133.8,4.896346147694128,0.026,0.12730499984004734,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2021,2,153.6,5.034351820713572,0.026,0.13089314733855287,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2022,3,172.4,5.149817358229593,0.026,0.13389525131396943,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2023,2,193.8,5.266826699456666,0.026,0.1369374941858733,8.172729104865471
HAVELSAN,Tuketici_Elektronigi,2024,3,214.5,5.368309738368072,0.026,0.13957605319756985,8.172729104865471
HAVELSAN,Yazilim_Bilisim,2010,1,17.918,2.8858057941753867,0.62,1.7891995923887398,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2011,2,21.08,3.0483247236731614,0.62,1.88996132867736,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2012,9,24.8,3.2108436531709366,0.62,1.9907230649659806,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2013,6,29.5,3.3843902633457743,0.62,2.09832196327438,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2014,3,37.4,3.6216707044204863,0.62,2.2454358367407017,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2015,1,47.1,3.8522730010223722,0.62,2.3884092606338707,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2016,12,59.8,4.091005660956586,0.62,2.5364235097930834,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2017,25,74.2,4.3067641501733345,0.62,2.670193773107467,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2018,6,91.6,4.517431271680085,0.62,2.8008073884416524,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2019,17,114.2,4.73795129722191,0.62,2.937529804277584,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2020,11,133.8,4.896346147694128,0.62,3.0357346115703594,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2021,1,153.6,5.034351820713572,0.62,3.1212981288424144,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2022,48,172.4,5.149817358229593,0.62,3.1928867621023476,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2023,16,193.8,5.266826699456666,0.62,3.265432553663133,7.52294091807237
HAVELSAN,Yazilim_Bilisim,2024,26,214.5,5.368309738368072,0.62,3.3283520377882043,7.52294091807237
HAVELSAN,Ileri_Malzeme_Kimya,2010,1,17.918,2.8858057941753867,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2011,1,21.08,3.0483247236731614,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2012,0,24.8,3.2108436531709366,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2013,1,29.5,3.3843902633457743,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2014,0,37.4,3.6216707044204863,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2015,0,47.1,3.8522730010223722,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2016,1,59.8,4.091005660956586,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2017,1,74.2,4.3067641501733345,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2018,2,91.6,4.517431271680085,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2019,0,114.2,4.73795129722191,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2020,0,133.8,4.896346147694128,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2021,0,153.6,5.034351820713572,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2022,2,172.4,5.149817358229593,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2023,2,193.8,5.266826699456666,0.0,0.0,6.824373670043086
HAVELSAN,Ileri_Malzeme_Kimya,2024,0,214.5,5.368309738368072,0.0,0.0,6.824373670043086
STM,Otomotiv_Otonom,2010,0,10.548499999999999,2.3559836697187406,0.107,0.25209025265990526,7.00669522683704
STM,Otomotiv_Otonom,2011,0,12.41,2.5185025992165158,0.107,0.2694797781161672,7.00669522683704
STM,Otomotiv_Otonom,2012,1,14.6,2.681021528714291,0.107,0.2868693035724291,7.00669522683704
STM,Otomotiv_Otonom,2013,0,17.8,2.8791984572980396,0.107,0.30807423493089026,7.00669522683704
STM,Otomotiv_Otonom,2014,0,21.9,3.086486636822455,0.107,0.3302540701400027,7.00669522683704
STM,Otomotiv_Otonom,2015,0,27.5,3.3141860046725258,0.107,0.3546179024999602,7.00669522683704
STM,Otomotiv_Otonom,2016,1,34.8,3.5496173867804286,0.107,0.3798090603855058,7.00669522683704
STM,Otomotiv_Otonom,2017,4,44.2,3.7887247890836524,0.107,0.4053935524319508,7.00669522683704
STM,Otomotiv_Otonom,2018,0,57.4,4.050044303325521,0.107,0.4333547404558307,7.00669522683704
STM,Otomotiv_Otonom,2019,2,71.8,4.273884476054178,0.107,0.457305638937797,7.00669522683704
STM,Otomotiv_Otonom,2020,1,87.2,4.468204330914934,0.107,0.4780978634078979,7.00669522683704
STM,Otomotiv_Otonom,2021,5,104.1,4.645351975620923,0.107,0.4970526613914388,7.00669522683704
STM,Otomotiv_Otonom,2022,6,118.6,4.775756486563625,0.107,0.5110059440623079,7.00669522683704
STM,Otomotiv_Otonom,2023,4,133.5,4.894101477840304,0.107,0.5236688581289125,7.00669522683704
STM,Otomotiv_Otonom,2024,4,148.9,5.003274939689963,0.107,0.5353504185468261,7.00669522683704
STM,Telekomunikasyon,2010,0,10.548499999999999,2.3559836697187406,0.227,0.5348082930261542,9.020026965252676
STM,Telekomunikasyon,2011,0,12.41,2.5185025992165158,0.227,0.571700090022149,9.020026965252676
STM,Telekomunikasyon,2012,2,14.6,2.681021528714291,0.227,0.608591887018144,9.020026965252676
STM,Telekomunikasyon,2013,0,17.8,2.8791984572980396,0.227,0.653578049806655,9.020026965252676
STM,Telekomunikasyon,2014,6,21.9,3.086486636822455,0.227,0.7006324665586973,9.020026965252676
STM,Telekomunikasyon,2015,3,27.5,3.3141860046725258,0.227,0.7523202230606634,9.020026965252676
STM,Telekomunikasyon,2016,2,34.8,3.5496173867804286,0.227,0.8057631467991573,9.020026965252676
STM,Telekomunikasyon,2017,5,44.2,3.7887247890836524,0.227,0.8600405271219891,9.020026965252676
STM,Telekomunikasyon,2018,1,57.4,4.050044303325521,0.227,0.9193600568548933,9.020026965252676
STM,Telekomunikasyon,2019,0,71.8,4.273884476054178,0.227,0.9701717760642985,9.020026965252676
STM,Telekomunikasyon,2020,9,87.2,4.468204330914934,0.227,1.01428238311769,9.020026965252676
STM,Telekomunikasyon,2021,3,104.1,4.645351975620923,0.227,1.0544948984659497,9.020026965252676
STM,Telekomunikasyon,2022,2,118.6,4.775756486563625,0.227,1.084096722449943,9.020026965252676
STM,Telekomunikasyon,2023,1,133.5,4.894101477840304,0.227,1.110961035469749,9.020026965252676
STM,Telekomunikasyon,2024,12,148.9,5.003274939689963,0.227,1.1357434113096216,9.020026965252676
STM,Tuketici_Elektronigi,2010,0,10.548499999999999,2.3559836697187406,0.036,0.08481541210987466,8.172729104865471
STM,Tuketici_Elektronigi,2011,4,12.41,2.5185025992165158,0.036,0.09066609357179456,8.172729104865471
STM,Tuketici_Elektronigi,2012,1,14.6,2.681021528714291,0.036,0.09651677503371446,8.172729104865471
STM,Tuketici_Elektronigi,2013,0,17.8,2.8791984572980396,0.036,0.10365114446272941,8.172729104865471
STM,Tuketici_Elektronigi,2014,1,21.9,3.086486636822455,0.036,0.11111351892560838,8.172729104865471
STM,Tuketici_Elektronigi,2015,0,27.5,3.3141860046725258,0.036,0.11931069616821093,8.172729104865471
STM,Tuketici_Elektronigi,2016,0,34.8,3.5496173867804286,0.036,0.12778622592409541,8.172729104865471
STM,Tuketici_Elektronigi,2017,0,44.2,3.7887247890836524,0.036,0.13639409240701147,8.172729104865471
STM,Tuketici_Elektronigi,2018,0,57.4,4.050044303325521,0.036,0.14580159491971875,8.172729104865471
STM,Tuketici_Elektronigi,2019,1,71.8,4.273884476054178,0.036,0.1538598411379504,8.172729104865471
STM,Tuketici_Elektronigi,2020,0,87.2,4.468204330914934,0.036,0.1608553559129376,8.172729104865471
STM,Tuketici_Elektronigi,2021,0,104.1,4.645351975620923,0.036,0.16723267112235324,8.172729104865471
STM,Tuketici_Elektronigi,2022,3,118.6,4.775756486563625,0.036,0.1719272335162905,8.172729104865471
STM,Tuketici_Elektronigi,2023,3,133.5,4.894101477840304,0.036,0.17618765320225094,8.172729104865471
STM,Tuketici_Elektronigi,2024,3,148.9,5.003274939689963,0.036,0.18011789782883866,8.172729104865471
STM,Yazilim_Bilisim,2010,0,10.548499999999999,2.3559836697187406,0.51,1.2015516715565577,7.52294091807237
STM,Yazilim_Bilisim,2011,0,12.41,2.5185025992165158,0.51,1.284436325600423,7.52294091807237
STM,Yazilim_Bilisim,2012,0,14.6,2.681021528714291,0.51,1.3673209796442884,7.52294091807237
STM,Yazilim_Bilisim,2013,2,17.8,2.8791984572980396,0.51,1.4683912132220003,7.52294091807237
STM,Yazilim_Bilisim,2014,7,21.9,3.086486636822455,0.51,1.574108184779452,7.52294091807237
STM,Yazilim_Bilisim,2015,2,27.5,3.3141860046725258,0.51,1.6902348623829881,7.52294091807237
STM,Yazilim_Bilisim,2016,10,34.8,3.5496173867804286,0.51,1.8103048672580186,7.52294091807237
STM,Yazilim_Bilisim,2017,7,44.2,3.7887247890836524,0.51,1.9322496424326627,7.52294091807237
STM,Yazilim_Bilisim,2018,2,57.4,4.050044303325521,0.51,2.0655225946960156,7.52294091807237
STM,Yazilim_Bilisim,2019,1,71.8,4.273884476054178,0.51,2.179681082787631,7.52294091807237
STM,Yazilim_Bilisim,2020,12,87.2,4.468204330914934,0.51,2.2787842087666164,7.52294091807237
STM,Yazilim_Bilisim,2021,14,104.1,4.645351975620923,0.51,2.369129507566671,7.52294091807237
STM,Yazilim_Bilisim,2022,4,118.6,4.775756486563625,0.51,2.435635808147449,7.52294091807237
STM,Yazilim_Bilisim,2023,12,133.5,4.894101477840304,0.51,2.495991753698555,7.52294091807237
STM,Yazilim_Bilisim,2024,10,148.9,5.003274939689963,0.51,2.551670219241881,7.52294091807237
STM,Ileri_Malzeme_Kimya,2010,0,10.548499999999999,2.3559836697187406,0.158,0.37224541981556103,6.824373670043086
STM,Ileri_Malzeme_Kimya,2011,1,12.41,2.5185025992165158,0.158,0.3979234106762095,6.824373670043086
STM,Ileri_Malzeme_Kimya,2012,1,14.6,2.681021528714291,0.158,0.423601401536858,6.824373670043086
STM,Ileri_Malzeme_Kimya,2013,1,17.8,2.8791984572980396,0.158,0.45491335625309026,6.824373670043086
STM,Ileri_Malzeme_Kimya,2014,0,21.9,3.086486636822455,0.158,0.4876648886179479,6.824373670043086
STM,Ileri_Malzeme_Kimya,2015,2,27.5,3.3141860046725258,0.158,0.523641388738259,6.824373670043086
STM,Ileri_Malzeme_Kimya,2016,2,34.8,3.5496173867804286,0.158,0.5608395471113077,6.824373670043086
STM,Ileri_Malzeme_Kimya,2017,4,44.2,3.7887247890836524,0.158,0.598618516675217,6.824373670043086
STM,Ileri_Malzeme_Kimya,2018,1,57.4,4.050044303325521,0.158,0.6399069999254323,6.824373670043086
STM,Ileri_Malzeme_Kimya,2019,1,71.8,4.273884476054178,0.158,0.6752737472165602,6.824373670043086
STM,Ileri_Malzeme_Kimya,2020,0,87.2,4.468204330914934,0.158,0.7059762842845595,6.824373670043086
STM,Ileri_Malzeme_Kimya,2021,4,104.1,4.645351975620923,0.158,0.7339656121481059,6.824373670043086
STM,Ileri_Malzeme_Kimya,2022,2,118.6,4.775756486563625,0.158,0.7545695248770528,6.824373670043086
STM,Ileri_Malzeme_Kimya,2023,8,133.5,4.894101477840304,0.158,0.773268033498768,6.824373670043086
STM,Ileri_Malzeme_Kimya,2024,5,148.9,5.003274939689963,0.158,0.7905174404710142,6.824373670043086
